,index_character,name,poster,hero,url,group
233,234,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Man (Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/0/03/Newspaper_Spider-Man_ATSV.png/revision/latest?cb=20230702195323,Мультфильмы
234,235,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Category:Spider-People,,Мультфильмы
235,236,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Plushie,https://static.wikia.nocookie.net/intothespiderverse/images/d/d4/Spider-Plushie.png/revision/latest?cb=20230825043118,Мультфильмы
236,237,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Slayer (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/1/11/Spider_Slayer_%28Earth-1610%29.png/revision/latest/scale-to-width-down/350?cb=20230721130343,Мультфильмы
237,238,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Slayer (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/e/e3/Spider-Slayer_2_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230826212819,Мультфильмы
238,239,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Woman (MK II Armor),https://static.wikia.nocookie.net/intothespiderverse/images/9/99/Spider-Armor_2_%28Earth-Unknown%29_from_Spider-Man_Across_the_Spider-Verse.webp/revision/latest?cb=20230816003815,Мультфильмы
239,240,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Woman (Thick),https://static.wikia.nocookie.net/intothespiderverse/images/2/25/Kris_Anka%27s_Spider-Woman.png/revision/latest/scale-to-width-down/200?cb=20230714180810,Мультфильмы
240,241,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spidercide (Earth-616A),https://static.wikia.nocookie.net/intothespiderverse/images/c/cb/Spidercide.jpg/revision/latest?cb=20230714014016,Мультфильмы
241,242,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Gwen Stacy (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/0/02/Gwen_Stacy_%28Earth-65%29_from_Spider-Man_Across_the_Spider-Verse_004.png/revision/latest/scale-to-width-down/350?cb=20230818034627,Мультфильмы
242,243,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Stan Lee,https://static.wikia.nocookie.net/intothespiderverse/images/5/50/Stan_ISV.jpg/revision/latest/scale-to-width-down/350?cb=20200831004502,Мультфильмы
243,244,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Steven Hudak,https://static.wikia.nocookie.net/intothespiderverse/images/9/9c/Steven_Hudak_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230907232345,Мультфильмы
244,245,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Swiss Miss,https://static.wikia.nocookie.net/intothespiderverse/images/1/17/Swiss_Miss_ATSV.png/revision/latest?cb=20230813051941,Мультфильмы
245,246,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Takuya Yamashiro,https://static.wikia.nocookie.net/intothespiderverse/images/e/e1/Takuya_Yamashiro_1.jpg/revision/latest/scale-to-width-down/350?cb=20230722203558,Мультфильмы
246,247,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Tarantula (Earth-1610A),https://static.wikia.nocookie.net/intothespiderverse/images/8/80/Tarantula_%28Earth-1610A%29_from_Spider-Man_Across_the_Spider-Verse.jpg/revision/latest?cb=20230607064423,Мультфильмы
247,248,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Technological Otto Octavius,https://static.wikia.nocookie.net/intothespiderverse/images/f/f4/Tecnological_Otto_Octavius_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230814110950,Мультфильмы
248,249,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Telecanary,https://static.wikia.nocookie.net/intothespiderverse/images/5/5e/Telecanary_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720032422,Мультфильмы
249,250,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Thomas Fireheart (Earth-138),https://static.wikia.nocookie.net/intothespiderverse/images/0/09/Puma_%28Earth-138%29.png/revision/latest/scale-to-width-down/350?cb=20230808163739,Мультфильмы
250,251,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Thumper,https://static.wikia.nocookie.net/intothespiderverse/images/7/7b/Thumper_ATSV.png/revision/latest?cb=20230808195618,Мультфильмы
251,252,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Todd Arliss,https://static.wikia.nocookie.net/intothespiderverse/images/1/19/Tiger_Shark_ATSV.png/revision/latest?cb=20230814071515,Мультфильмы
252,253,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Tony Stark,,Мультфильмы
253,254,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Tortoise Bombshell,https://static.wikia.nocookie.net/intothespiderverse/images/e/e7/Tortoise_Bombshell_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720044721,Мультфильмы
254,255,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Vanessa Fisk,https://static.wikia.nocookie.net/intothespiderverse/images/8/81/Vanessa_Fisk_%28E-1610%29_001.png/revision/latest/scale-to-width-down/350?cb=20210705155912,Мультфильмы
255,256,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Venom (Earth-1610),,Мультфильмы
256,257,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Venom (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/4/4c/Earth-616B_Storyboard.png/revision/latest/scale-to-width-down/350?cb=20230918115742,Мультфильмы
257,258,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Vincent Stegron,https://static.wikia.nocookie.net/intothespiderverse/images/8/88/Stegron_the_Dinosaur_Man_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230808173430,Мультфильмы
258,259,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Web-Man,https://static.wikia.nocookie.net/intothespiderverse/images/2/24/Web-Man.webp/revision/latest/scale-to-width-down/350?cb=20230808184301,Мультфильмы
259,260,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Weber,https://static.wikia.nocookie.net/intothespiderverse/images/a/a5/Weber_%28E-1610%29.png/revision/latest/scale-to-width-down/350?cb=20230710190502,Мультфильмы
260,261,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Wilson Fisk (Earth-138),https://static.wikia.nocookie.net/intothespiderverse/images/1/1d/WilsonFisk138.png/revision/latest/scale-to-width-down/349?cb=20230614094414,Мультфильмы
261,262,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Wilson Fisk (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/b/b0/Wilson_Fisk_%28E-1610%29_001.png/revision/latest/scale-to-width-down/350?cb=20210609163717,Мультфильмы
262,263,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,WM-bees,https://static.wikia.nocookie.net/intothespiderverse/images/3/35/WM-bees_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720044712,Мультфильмы
263,264,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Yuri Watanabe (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/f/f7/Yuri_Watanabe_%28Earth-65%29.png/revision/latest/scale-to-width-down/350?cb=20230807165440,Мультфильмы
